name,description,price,duration,create_date,last_update_date,count,successor_id,state_id
Quinpario Acquisition Corp. 2,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,16233.2,581,2021-05-15T10:29:58Z,2021-07-19 07:43:53 UTC,229,,2
Blackstone / GSO Strategic Credit Fund,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3296.79,232,2021-10-17T07:09:28Z,2022-01-11 12:44:37 UTC,179,,2
Preferred Bank,Vivamus vestibulum sagittis sapien.,5133.89,679,2021-07-08T05:45:08Z,2021-09-13 17:26:40 UTC,73,,1
Nevro Corp.,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,9808.32,568,2021-08-02T16:48:50Z,2021-10-28 13:22:03 UTC,2,,2
"BCB Bancorp, Inc. (NJ)",Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,4353.57,317,2022-01-27T03:05:40Z,2022-04-04 06:21:50 UTC,97,,2
TriplePoint Venture Growth BDC Corp.,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,5559.65,14,2021-07-15T00:31:07Z,2021-10-15 12:45:08 UTC,202,,2
"Daseke, Inc.",Sed accumsan felis.,21900.03,932,2022-01-16T12:46:37Z,2022-04-27 11:56:33 UTC,180,,2
Eaton Vance Senior Floating-Rate Fund,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",24379.09,421,2021-06-30T06:59:41Z,2021-07-21 14:19:51 UTC,112,,2
VALE S.A.,Donec semper sapien a libero. Nam dui.,5029.21,47,2021-06-06T09:23:47Z,2021-08-17 22:41:35 UTC,170,,2
iPath US Treasury 10-year Bear ETN,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",7078.47,233,2021-05-03T10:41:13Z,2021-06-13 10:13:20 UTC,214,,2
"Salisbury Bancorp, Inc.",In quis justo. Maecenas rhoncus aliquam lacus.,398.55,930,2021-11-16T04:11:57Z,2021-12-20 18:59:38 UTC,236,,2
"Entergy Louisiana, Inc.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",27702.06,328,2021-09-24T04:16:23Z,2021-12-20 17:22:40 UTC,200,,2
SodaStream International Ltd.,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",7029.59,773,2021-03-21T03:37:14Z,2021-05-10 12:30:45 UTC,61,,1
"FRONTEO, Inc.",Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,11850.48,258,2021-08-02T15:38:07Z,2021-11-08 01:58:36 UTC,98,,2
"CBAK Energy Technology, Inc.",Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,15731.6,487,2021-10-06T10:20:59Z,2021-11-24 06:16:00 UTC,179,,1
RH,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",19956.94,40,2021-07-23T09:07:53Z,2021-08-20 22:40:36 UTC,295,,1
"Coffee Holding Co., Inc.","Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",29546.26,619,2021-11-28T22:17:47Z,2022-02-11 01:18:44 UTC,64,,1
"Schnitzer Steel Industries, Inc.","Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",2975.42,464,2021-12-17T04:59:31Z,2022-01-27 15:13:27 UTC,156,,1
Natl Westminster Pfd,In congue.,9841.42,221,2021-10-04T12:25:36Z,2021-12-22 12:19:15 UTC,143,,1
"Cara Therapeutics, Inc.",Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,7794.01,738,2021-11-26T15:52:13Z,2021-12-18 23:35:45 UTC,240,,2
"Five Point Holdings, LLC","Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",18643.78,798,2021-05-03T03:55:15Z,2021-08-02 23:37:38 UTC,127,,2
"AptarGroup, Inc.","Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",20527.56,845,2021-06-14T12:15:07Z,2021-09-16 06:21:13 UTC,257,,2
Brunswick Corporation,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,20418.99,163,2021-04-02T03:18:54Z,2021-04-16 20:06:34 UTC,84,,2
American Superconductor Corporation,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,7394.12,398,2021-10-26T11:39:09Z,2021-10-31 06:00:07 UTC,86,,1
"AgroFresh Solutions, Inc.",Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,4965.66,512,2021-07-17T12:56:40Z,2021-09-12 10:48:52 UTC,206,,1
Sears Canada Inc. ,Phasellus in felis. Donec semper sapien a libero. Nam dui.,9261.02,428,2021-09-28T22:28:59Z,2021-10-23 02:52:25 UTC,217,,1
Semgroup Corporation,Cras pellentesque volutpat dui.,14535.21,399,2021-05-21T07:01:26Z,2021-06-08 04:29:06 UTC,190,,2
General Finance Corporation,Morbi non quam nec dui luctus rutrum. Nulla tellus.,574.3,387,2021-03-03T08:04:05Z,2021-06-06 15:16:17 UTC,289,,1
"Maui Land & Pineapple Company, Inc.","Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",3570.43,458,2021-12-31T17:45:14Z,2022-03-14 21:56:00 UTC,22,,2
Mobile TeleSystems OJSC,Morbi ut odio.,3780.52,738,2021-12-06T23:44:06Z,2022-01-10 06:21:15 UTC,235,,2
Fifth Third Bancorp,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2928.29,297,2021-05-05T18:37:06Z,2021-07-04 06:17:24 UTC,208,,2
State Street Corporation,Nulla mollis molestie lorem. Quisque ut erat.,3139.49,894,2021-03-23T05:14:02Z,2021-04-29 02:26:45 UTC,116,,1
"Liberty All-Star Growth Fund, Inc.",Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,28001.82,630,2021-12-27T18:39:50Z,2022-03-12 09:22:25 UTC,88,,1
"FlexShopper, Inc.","Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",14768.94,766,2021-09-10T21:10:46Z,2021-10-25 08:03:57 UTC,226,,1
WisdomTree Middle East Dividend Fund,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",12217.38,26,2021-08-26T17:09:14Z,2021-11-04 22:43:10 UTC,297,,1
"LGI Homes, Inc.",Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,24756.52,628,2021-07-09T16:50:30Z,2021-08-09 12:05:09 UTC,7,,2
Stifel Financial Corporation,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,8668.95,971,2021-04-21T03:06:35Z,2021-07-17 00:03:54 UTC,267,,1
"Emerald Expositions Events, Inc.","Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",25982.73,924,2021-10-05T12:10:29Z,2021-10-29 15:47:56 UTC,78,,1
Invesco Value Municipal Income Trust,Morbi non quam nec dui luctus rutrum.,13248.23,887,2021-12-04T13:53:24Z,2022-01-19 12:43:13 UTC,279,,1
"Emerald Expositions Events, Inc.",Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,1753.35,52,2021-09-13T05:29:34Z,2021-12-14 00:11:14 UTC,257,,1
Performant Financial Corporation,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",22416.21,713,2022-01-18T11:08:52Z,2022-04-19 00:36:27 UTC,294,,1
"Interactive Brokers Group, Inc.","Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",170.62,746,2021-06-24T06:45:25Z,2021-07-22 00:13:22 UTC,196,,1
China Finance Online Co. Limited,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",23697.12,841,2021-08-19T20:03:09Z,2021-10-26 20:38:34 UTC,244,,2
BB&T Corporation,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,16381.9,974,2021-06-19T12:58:13Z,2021-07-13 00:19:11 UTC,220,,1
IRSA Inversiones Y Representaciones S.A.,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",20515.47,298,2021-12-26T01:01:17Z,2022-03-27 07:57:28 UTC,68,,1
Horace Mann Educators Corporation,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,5409.57,227,2021-09-04T05:06:48Z,2021-11-17 15:33:46 UTC,76,,2
"NextEra Energy, Inc.","Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",20346.02,316,2021-03-06T14:12:14Z,2021-03-31 15:55:28 UTC,194,,1
"Armstrong Flooring, Inc.",Nulla tempus.,8094.24,163,2021-08-18T02:32:49Z,2021-11-08 12:10:53 UTC,195,,1
Denny's Corporation,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",1281.12,380,2021-07-08T04:43:38Z,2021-09-04 08:36:21 UTC,34,,1
Ascendis Pharma A/S,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",6410.62,235,2021-08-30T16:10:16Z,2021-09-05 11:11:06 UTC,254,,1
3D Systems Corporation,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2393.07,395,2021-03-18T13:36:21Z,2021-05-25 14:02:28 UTC,278,,2
"DigitalGlobe, Inc",In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,6462.53,136,2021-03-18T00:48:17Z,2021-05-15 20:33:29 UTC,172,,1
"TESARO, Inc.","Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",262.08,443,2021-06-01T00:45:59Z,2021-09-05 05:42:36 UTC,208,,2
Global Sources Ltd.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",26630.63,671,2021-07-08T02:13:00Z,2021-07-29 13:28:59 UTC,269,,2
"Patrick Industries, Inc.","Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",26071.62,946,2021-07-15T07:10:45Z,2021-08-11 03:47:07 UTC,53,,1
Stellar Acquisition III Inc.,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",996.52,990,2021-10-01T18:22:06Z,2021-11-09 10:56:43 UTC,147,,2
Tech Data Corporation,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.,17812.1,883,2022-02-11T13:42:22Z,2022-05-05 20:08:51 UTC,150,,1
ASML Holding N.V.,Maecenas tincidunt lacus at velit.,11726.08,859,2021-04-18T17:53:04Z,2021-07-11 23:25:30 UTC,255,,1
CPS Technologies Corp.,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",205.39,454,2021-03-03T06:29:54Z,2021-04-26 18:04:38 UTC,45,,2
Invacare Corporation,Nulla ut erat id mauris vulputate elementum.,22597.95,173,2021-09-03T08:39:14Z,2021-12-04 06:27:21 UTC,72,,2
DTE Energy Company,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",17850.99,329,2021-05-28T10:43:04Z,2021-07-27 21:15:54 UTC,177,,2
PCSB Financial Corporation,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,27315.94,229,2021-08-28T16:33:55Z,2021-11-30 15:20:40 UTC,140,,2
"Boston Private Financial Holdings, Inc.","Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.",12111.33,18,2021-07-22T13:04:26Z,2021-09-27 01:52:55 UTC,210,,2
"Stein Mart, Inc.","Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",13700.6,801,2022-01-31T15:54:22Z,2022-03-05 21:40:16 UTC,228,,2
Morgan Stanley,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,774.12,830,2021-12-09T01:00:57Z,2022-02-02 10:09:03 UTC,298,,2
PowerShares S&P SmallCap Health Care Portfolio,Integer ac neque.,20010.28,306,2022-01-02T07:57:27Z,2022-03-08 13:49:03 UTC,73,,1
Thermo Fisher Scientific Inc,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",23655.26,41,2022-01-15T20:02:34Z,2022-03-23 13:23:39 UTC,47,,1
LSI Industries Inc.,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",26128.6,625,2021-03-16T13:49:39Z,2021-05-07 06:28:57 UTC,3,,2
"Fauquier Bankshares, Inc.","Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",22328,66,2021-03-09T08:54:30Z,2021-04-30 03:05:26 UTC,111,,2
VictoryShares US Small Cap High Div Volatility Wtd ETF,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1291.99,759,2021-08-20T15:32:22Z,2021-10-10 13:39:55 UTC,133,,1
Federal Agricultural Mortgage Corporation,Sed ante.,174.95,858,2021-12-24T03:59:07Z,2022-02-04 18:44:52 UTC,196,,1
Bank of N.T. Butterfield & Son Limited (The),Sed accumsan felis.,13353.76,636,2021-09-01T20:24:44Z,2021-12-02 22:51:13 UTC,141,,1
"Onconova Therapeutics, Inc.","Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",14296.6,899,2021-03-18T11:08:31Z,2021-05-26 03:24:37 UTC,278,,1
"InfraREIT, Inc.","Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",18419.3,575,2022-01-10T22:21:06Z,2022-04-01 12:44:50 UTC,129,,1
"SAExploration Holdings, Inc.","Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",12626.03,368,2021-09-04T08:34:27Z,2021-09-23 23:32:32 UTC,106,,2
"Argo Group International Holdings, Ltd.","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",27957.9,551,2021-05-30T12:03:12Z,2021-07-23 05:24:29 UTC,214,,2
American National Insurance Company,In sagittis dui vel nisl.,17327.65,269,2021-09-02T11:46:07Z,2021-11-09 00:08:16 UTC,29,,2
"MarketAxess Holdings, Inc.",Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,29504.72,714,2021-07-14T08:10:29Z,2021-09-01 14:56:51 UTC,86,,2
"GRAVITY Co., Ltd.",Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,24498.69,965,2021-11-21T14:49:22Z,2022-02-27 01:12:20 UTC,89,,2
"Dr Pepper Snapple Group, Inc",Sed ante. Vivamus tortor. Duis mattis egestas metus.,3627.37,407,2021-06-04T02:42:31Z,2021-07-07 14:14:29 UTC,266,,1
"Franklin Financial Network, Inc.","Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",1288.4,554,2021-11-21T20:21:08Z,2022-01-09 09:09:53 UTC,17,,1
"Gamco Investors, Inc.",Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,1334.64,227,2021-05-04T23:17:09Z,2021-07-01 05:31:19 UTC,190,,2
"A V Homes, Inc.","In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1911.63,904,2021-11-02T11:32:58Z,2021-11-06 15:10:27 UTC,292,,2
"Stein Mart, Inc.","Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",10135.44,10,2021-10-24T11:30:02Z,2022-01-09 13:11:04 UTC,31,,2
"Liberty Expedia Holdings, Inc.","Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",3940.42,830,2021-10-31T05:56:47Z,2022-01-06 23:10:40 UTC,204,,2
"Gaming and Leisure Properties, Inc.","Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",836.94,363,2021-03-05T23:04:37Z,2021-04-22 13:56:08 UTC,16,,2
Gladstone Land Corporation,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",13468.34,824,2021-03-22T23:59:55Z,2021-05-02 14:27:55 UTC,132,,1
"The Navigators Group, Inc.",Etiam pretium iaculis justo. In hac habitasse platea dictumst.,16746.59,362,2022-01-31T13:13:39Z,2022-02-19 01:18:23 UTC,69,,1
FactSet Research Systems Inc.,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,17763.16,512,2021-10-10T11:40:30Z,2021-12-23 14:12:51 UTC,222,,2
"HarborOne Bancorp, Inc.",Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,16874.92,372,2021-07-20T12:05:21Z,2021-10-15 12:04:49 UTC,115,,1
